element_type,element_id,country_u,country_v,bus_u,bus_v,voltage_kv,r_ohm,x_ohm,b_series_S,b_shunt_S,length_km,imax_A_used,smax_MVA,fmax_MW,eic_code,ne_name_old,source_sheet,row_index
line_at,ROSEGG__VILLACH SUED__1,AT,AT,ROSEGG,VILLACH SUED,220.0,0.429,4.92,0.2032520325203252,6.440000000000001e-05,59.2,2080.0,792.5864495435183,792.5864495435183,14T-220-0-0267BG,Rosegg - Villach Süd 267B,Lines_New,148
line_at,WESTTIROL__ZELL AM ZILLER__1,AT,AT,WESTTIROL,ZELL AM ZILLER,220.0,2.66,30.8,0.032467532467532464,0.0004021238,103.5,2080.0,792.5864495435183,792.5864495435183,14T-220-0-00275H,Westtirol - Zell am Ziller 275,Lines_New,149
line_at,WESTTIROL__ZELL AM ZILLER__2,AT,AT,WESTTIROL,ZELL AM ZILLER,220.0,2.66,30.8,0.032467532467532464,0.0004021238,103.5,2080.0,792.5864495435183,792.5864495435183,14T-220-0-00276F,Westtirol - Zell am Ziller 276,Lines_New,150
line_at,ERNSTHOFEN__HAUSRUCK__1,AT,AT,ERNSTHOFEN,HAUSRUCK,220.0,1.164,13.15,0.07604562737642585,0.00018585689999999999,45.9,2004.0,763.6265600409665,763.6265600409665,14T-220-0-0203CD,Ernsthofen - Hausruck 203C,Lines_New,151
line_at,ERNSTHOFEN__SATTLEDT__1,AT,AT,ERNSTHOFEN,SATTLEDT,220.0,0.869,9.823,0.10180189351521939,0.000138638,34.2,2004.0,763.6265600409665,763.6265600409665,14T-220-0-0204CA,Ernsthofen - Sattledt 204D,Lines_New,152
line_at,BISAMBERG__YBBSFELD__1,AT,AT,BISAMBERG,YBBSFELD,220.0,8.876,47.31,0.02113718030014796,0.000321699,114.6,850.0,323.89350101538,323.89350101538,14T-220-0-00207Y,Bisamberg - Ybbsfeld 207,Lines_New,153
line_at,BISAMBERG__YBBSFELD__2,AT,AT,BISAMBERG,YBBSFELD,220.0,8.876,47.31,0.02113718030014796,0.000321699,114.6,850.0,323.89350101538,323.89350101538,14T-220-0-00208W,Bisamberg - Ybbsfeld 208,Lines_New,154
line_at,ERNSTHOFEN__WALLSEE__1,AT,AT,ERNSTHOFEN,WALLSEE,220.0,1.79,9.27,0.10787486515641856,6.27376e-05,22.4,810.0,308.65145390877393,308.65145390877393,14T-220-0-0205AB,Ernsthofen - Wallsee 205A,Lines_New,155
line_at,ERNSTHOFEN__YBBSFELD__1,AT,AT,ERNSTHOFEN,YBBSFELD,220.0,3.44,18.24,0.054824561403508776,0.00012362149999999998,44.1,810.0,308.65145390877393,308.65145390877393,14T-221-0-00206Q,Ernsthofen - Ybbsfeld 206,Lines_New,156
line_at,WALLSEE__YBBSFELD__1,AT,AT,WALLSEE,YBBSFELD,220.0,2.33,12.26,0.08156606851549755,8.334645e-05,29.7,810.0,308.65145390877393,308.65145390877393,14T-220-0-0205B9,Wallsee - Ybbsfeld 205B,Lines_New,157
line_at,HESSENBERG__OBERSIELACH__1,AT,AT,HESSENBERG,OBERSIELACH,220.0,8.379,41.2,0.024271844660194174,0.00027935,99.4,800.0,304.8409421321224,304.8409421321224,14T-220-0-00286C,Hessenberg - Obersielach 286,Lines_New,158
line_at,HESSENBERG__WEISSENBACH__1,AT,AT,HESSENBERG,WEISSENBACH,220.0,5.99,29.5,0.03389830508474576,0.0001998367,71.1,800.0,304.8409421321224,304.8409421321224,14T-221-0-00223Q,Hessenberg - Weissenbach 223,Lines_New,159
line_at,HESSENBERG__WEISSENBACH__2,AT,AT,HESSENBERG,WEISSENBACH,220.0,5.99,29.5,0.03389830508474576,0.0001998367,71.1,800.0,304.8409421321224,304.8409421321224,14T-220-0-00224Y,Hessenberg - Weissenbach 224,Lines_New,160
line_at,HESSENBERG__ZELTWEG__1,AT,AT,HESSENBERG,ZELTWEG,220.0,3.634,17.87,0.05595970900951315,0.00012114,43.1,800.0,304.8409421321224,304.8409421321224,14T-220-0-00287A,Hessenberg - Zeltweg 287,Lines_New,161
line_at,OBERSIELACH__ZELTWEG__1,AT,AT,OBERSIELACH,ZELTWEG,220.0,5.841,28.73,0.03480682213713888,0.00019478,69.3,800.0,304.8409421321224,304.8409421321224,14T-220-0-00285E,Obersielach - Zeltweg 285,Lines_New,162
line_at,PONGAU__WEISSENBACH__1,AT,AT,PONGAU,WEISSENBACH,220.0,6.527,34.4,0.029069767441860465,0.00025905599999999997,87.3,807.0,307.50830037577845,307.50830037577845,14T-220-0-02211X,Pongau - Weissenbach 221,Lines_New,163
line_at,PONGAU__WEISSENBACH__2,AT,AT,PONGAU,WEISSENBACH,220.0,6.527,34.4,0.029069767441860465,0.00025905599999999997,87.3,807.0,307.50830037577845,307.50830037577845,14T-220-0-02221U,Pongau - Weissenbach 222,Lines_New,164
line_at,BISAMBERG__DUERNROHR__2,AT,AT,BISAMBERG,DUERNROHR,220.0,1.1,12.7,0.07874015748031496,0.00016713269999999998,51.1,2080.0,792.5864495435183,792.5864495435183,14T-220-0-002977,Bisamberg - Duernrohr 297,Lines_New,165
line_at,BISAMBERG__DUERNROHR__3,AT,AT,BISAMBERG,DUERNROHR,220.0,1.1,12.7,0.07874015748031496,0.00016713269999999998,51.1,2080.0,792.5864495435183,792.5864495435183,14T-220-0-002985,Bisamberg - Duernrohr 298,Lines_New,166
line_at,BISAMBERG__DUERNROHR__4,AT,AT,BISAMBERG,DUERNROHR,380.0,1.11,15.52,0.06443298969072166,0.00019311359999999998,51.1,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0436AJ,Bisamberg - Duernrohr 436A,Lines_New,167
line_at,BISAMBERG__DUERNROHR__5,AT,AT,BISAMBERG,DUERNROHR,380.0,1.109,15.52,0.06443298969072166,0.00019311359999999998,51.1,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0444AL,Bisamberg - Duernrohr 444A,Lines_New,168
line_at,BISAMBERG__KLEDERING__1,AT,AT,BISAMBERG,KLEDERING,220.0,2.165,11.71,0.08539709649871904,0.0001379473,37.5,1200.0,457.26141319818356,457.26141319818356,14T-220-0-0228BT,Bisamberg - Kledering 228B,Lines_New,169
line_at,BISAMBERG__SARASDORF__1,AT,AT,BISAMBERG,SARASDORF,380.0,1.078,15.05,0.06644518272425248,0.00018808709999999998,49.6,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0444CH,Bisamberg - Sarasdorf 444C,Lines_New,170
line_at,BISAMBERG__WIEN SUEDOST__1,AT,AT,BISAMBERG,WIEN SUEDOST,220.0,2.248,12.14,0.08237232289950576,0.0001430052,38.9,1200.0,457.26141319818356,457.26141319818356,14T-220-0-00227S,Bisamberg - Wien Suedost 227,Lines_New,171
line_at,BISAMBERG__WIEN SUEDOST__2,AT,AT,BISAMBERG,WIEN SUEDOST,380.0,1.649,23.25,0.043010752688172046,0.000288964,76.0,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0436BH,Bisamberg - Wien Suedost 436B,Lines_New,172
line_at,BISAMBERG__ZAYA__1,AT,AT,BISAMBERG,ZAYA,380.0,0.904,16.34,0.06119951040391677,0.00022999999999999998,57.3,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0443BM,Bisamberg - Zaya 443B,Lines_New,173
line_at,DUERNROHR__ETZERSDORF__1,AT,AT,DUERNROHR,ETZERSDORF,380.0,0.3,4.4,0.22727272727272727,5.1050879999999995e-05,13.9,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0434BN,Duernrohr - Etzersdorf 434B,Lines_New,174
line_at,DUERNROHR__KRONSTORF__1,AT,AT,DUERNROHR,KRONSTORF,380.0,2.56,37.2,0.026881720430107524,0.00043479629999999993,118.3,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-00433L,Duernrohr - Kronstorf 433,Lines_New,175
line_at,DUERNROHR__WIEN SUEDOST__1,AT,AT,DUERNROHR,WIEN SUEDOST,380.0,2.75,38.62,0.025893319523562924,0.0004803494,127.0,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0435AM,Duernrohr - Wien Suedost 435A,Lines_New,176
line_at,ERNSTHOFEN__KLAUS__1,AT,AT,ERNSTHOFEN,KLAUS,220.0,3.47,18.0,0.05555555555555555,0.00012834999999999998,67.4,925.0,352.4723393402665,352.4723393402665,14T-220-0-0201BL,Ernsthofen - Klaus 201B,Lines_New,177
line_at,ERNSTHOFEN__WEISSENBACH__1,AT,AT,ERNSTHOFEN,WEISSENBACH,220.0,6.67,34.49,0.028993911278631487,0.00024008,84.4,925.0,352.4723393402665,352.4723393402665,14T-220-0-002027,Ernsthofen - Weissenbach 202,Lines_New,178
line_at,ETZERSDORF__KRONSTORF__1,AT,AT,ETZERSDORF,KRONSTORF,380.0,2.26,32.82,0.030469226081657527,0.00038358839999999995,0.7,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0434AP,Etzersdorf - Kronstorf 434A,Lines_New,179
line_at,HAUSRUCK__SATTLEDT__1,AT,AT,HAUSRUCK,SATTLEDT,220.0,0.295,3.33,0.3003003003003003,4.7249499999999995e-05,11.7,2150.0,819.2600319800789,819.2600319800789,14T-220-0-0204BC,Hausruck - Sattledt 204C,Lines_New,180
line_at,HESSENBERG__TERNITZ__1,AT,AT,HESSENBERG,TERNITZ,220.0,8.03,39.5,0.02531645569620253,0.00026756939999999997,95.2,750.0,285.78838324886476,285.78838324886476,14T-220-0-0225A3,Hessenberg - Ternitz 225A,Lines_New,181
line_at,HESSENBERG__TERNITZ__2,AT,AT,HESSENBERG,TERNITZ,220.0,8.03,39.5,0.02531645569620253,0.00026756939999999997,95.2,750.0,285.78838324886476,285.78838324886476,14T-220-0-0226A0,Hessenberg - Ternitz 226A,Lines_New,182
line_at,JOCHENSTEIN__SCHAERDING__1,AT,AT,JOCHENSTEIN,SCHAERDING,220.0,2.08,9.6,0.10416666666666667,7.165972e-05,24.5,720.0,274.35684791891015,274.35684791891015,14T-220-0-00237P,Jochenstein - Schaerding 237,Lines_New,183
line_at,JOCHENSTEIN__SCHAERDING__2,AT,AT,JOCHENSTEIN,SCHAERDING,220.0,2.08,9.6,0.10416666666666667,7.165972e-05,24.5,720.0,274.35684791891015,274.35684791891015,14T-220-0-00238N,Jochenstein - Schaerding 238,Lines_New,184
line_at,KAINACHTAL__OBERSIELACH__1,AT,AT,KAINACHTAL,OBERSIELACH,380.0,1.56,22.88,0.04370629370629371,0.0002672867,72.0,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-00471D,Kainachtal - Obersielach 471,Lines_New,185
line_at,KAINACHTAL__OBERSIELACH__2,AT,AT,KAINACHTAL,OBERSIELACH,380.0,1.56,22.88,0.04370629370629371,0.0002672867,72.0,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-00472B,Kainachtal - Obersielach 472,Lines_New,186
line_at,KAPRUN__TAUERN__1,AT,AT,KAPRUN,TAUERN,380.0,0.046,0.877,1.1402508551881414,1.2319999999999999e-05,3.1,3627.0,2387.2163460398806,2387.2163460398806,14T-380-0-00457B,Kaprun - Tauern 457B,Lines_New,187
line_at,KLEDERING__WIEN SUEDOST__1,AT,AT,KLEDERING,WIEN SUEDOST,220.0,0.12,0.65,1.5384615384615383,7.51783e-06,2.1,1200.0,457.26141319818356,457.26141319818356,14T-220-0-0228AV,Kledering - Wien Suedost 228A,Lines_New,188
line_at,KRONSTORF__ST PETER__1,AT,AT,KRONSTORF,ST PETER,380.0,2.411,34.98,0.028587764436821043,0.00040966359999999993,111.3,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-00431P,Kronstorf - St. Peter 431,Lines_New,189
line_at,KRONSTORF__ST PETER__2,AT,AT,KRONSTORF,ST PETER,380.0,2.411,34.98,0.028587764436821043,0.00040966359999999993,111.3,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-00432N,Kronstorf - St. Peter 432,Lines_New,190
line_at,LIENZ__MATREI__1,AT,AT,LIENZ,MATREI,380.0,0.617,9.101,0.10987803538072738,0.00010389239999999999,28.6,2412.0,1587.52848818533,1587.52848818533,14T-380-0-0452AN,Lienz - Matrei 452A,Lines_New,191
line_at,LIENZ__TAUERN__1,AT,AT,LIENZ,TAUERN,380.0,1.847,26.76,0.03736920777279521,0.0003113631,85.0,2180.0,1434.830888990058,1434.830888990058,14T-380-0-00451J,Lienz - Tauern 451,Lines_New,192
line_at,MATREI__TAUERN__1,AT,AT,MATREI,TAUERN,380.0,1.214,17.89,0.05589714924538848,0.0002045805,56.3,2180.0,1434.830888990058,1434.830888990058,14T-380-0-0452BL,Matrei - Tauern 452B,Lines_New,193
line_at,MAYRHOFEN__ZELL AM ZILLER__1,AT,AT,MAYRHOFEN,ZELL AM ZILLER,220.0,0.25,2.8,0.35714285714285715,3.697654e-05,9.2,2000.0,762.102355330306,762.102355330306,14T-220-0-00219R,Mayrhofen - Zell am Ziller 219,Lines_New,194
line_at,MAYRHOFEN__ZELL AM ZILLER__2,AT,AT,MAYRHOFEN,ZELL AM ZILLER,220.0,0.25,2.8,0.35714285714285715,3.697654e-05,9.2,2000.0,762.102355330306,762.102355330306,14T-220-0-002205,Mayrhofen - Zell am Ziller 220,Lines_New,195
line_at,NEUSIEDL__WIEN SUEDOST__1,AT,AT,NEUSIEDL,WIEN SUEDOST,220.0,3.69,18.9,0.052910052910052914,0.000126292,45.4,800.0,304.8409421321224,304.8409421321224,14T-220-0-0246AT,Neusiedl - Wien Suedost 246A,Lines_New,196
line_at,DREIBEIN MELLACH__OSTSTEIERMARK__1,AT,AT,OSTSTEIERMARK,DREIBEIN MELLACH,380.0,0.53,9.04,0.11061946902654868,0.0001566712,28.4,2400.0,1579.630336502816,1579.630336502816,14T-380-0-0475MJ,Oststeiermark - Dreibein Mellach 475SR,Lines_New,197
line_at,OSTSTEIERMARK__WIEN SUEDOST__1,AT,AT,OSTSTEIERMARK,WIEN SUEDOST,380.0,2.51,42.47,0.02354603249352484,0.0007351326,165.0,2400.0,1579.630336502816,1579.630336502816,14T-380-0-004771,Oststeiermark - Wien Suedost 477,Lines_New,198
line_at,PHYRN__WEISSENBACH__1,AT,AT,PHYRN,WEISSENBACH,220.0,1.395,7.143,0.1399972000559989,4.8729999999999996e-05,17.4,925.0,352.4723393402665,352.4723393402665,14T-220-0-0201AN,Phyrn - Weissenbach 201A,Lines_New,199
line_at,KAPRUN__PONGAU__1,AT,AT,PONGAU,KAPRUN,380.0,0.62,12.11,0.08257638315441784,0.0001774057,43.2,3768.0,2480.019628309421,2480.019628309421,14T-380-0-00456C,Pongau - Kaprun 456C,Lines_New,200
line_at,PONGAU__SALZBURG__1,AT,AT,SALZBURG,PONGAU,380.0,1.006,19.88,0.05030181086519115,0.0002937074,71.2,3612.0,2377.343656436738,2377.343656436738,14T-380-0-00456B,Salzburg - Pongau 456B,Lines_New,201
line_at,SALZACH__SALZBURG__1,AT,AT,SALZBURG,SALZACH,220.0,0.61,2.95,0.3389830508474576,2.047e-05,7.2,800.0,304.8409421321224,304.8409421321224,14T-220-0-2321BX,Salzburg 2 - Salzach 2 232B,Lines_New,202
line_at,SALZACH__SALZBURG__2,AT,AT,SALZBURG,SALZACH,220.0,0.61,2.99,0.33444816053511706,2.077e-05,7.3,800.0,304.8409421321224,304.8409421321224,14T-220-0-2321CV,Salzburg 2 - Salzach 2 232C,Lines_New,203
line_at,SARASDORF__WIEN SUEDOST__1,AT,AT,SARASDORF,WIEN SUEDOST,380.0,0.56,8.05,0.12422360248447203,9.918e-05,26.3,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0443DI,Sarasdorf - Wien Suedost 443D,Lines_New,204
line_at,SARASDORF__ZAYA__1,AT,AT,SARASDORF,ZAYA,380.0,1.541,25.22,0.039651070578905635,0.00034199999999999996,86.6,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-443CAE,Sarasdorf - Zaya 443C,Lines_New,205
line_at,SARASDORF__ZURNDORF__1,AT,AT,SARASDORF,ZURNDORF,380.0,0.63,8.778,0.11392116655274549,0.0001080079,28.7,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0439AA,Sarasdorf - Zurndorf 439A,Lines_New,206
line_at,SARASDORF__ZURNDORF__2,AT,AT,SARASDORF,ZURNDORF,380.0,0.63,8.778,0.11392116655274549,0.0001080079,28.7,2300.0,1513.8124058151984,1513.8124058151984,14T-380-0-0440AX,Sarasdorf - Zurndorf 440A,Lines_New,207
line_at,SCHWARZENBACH__TAUERN__1,AT,AT,SCHWARZENBACH,TAUERN,380.0,0.142,3.742,0.2672367717797969,4.756371e-05,12.4,2400.0,1579.630336502816,1579.630336502816,14T-380-0-0417BM,Schwarzenbach - Tauern 417B,Lines_New,208
line_at,SCHWARZENBACH__ZELL AM ZILLER__1,AT,AT,SCHWARZENBACH,ZELL AM ZILLER,380.0,0.651,16.93,0.05906674542232723,0.0002194402,56.7,2400.0,1579.630336502816,1579.630336502816,14T-380-0-0417AO,Schwarzenbach - Zell am Ziller 417A,Lines_New,209
line_at,SALZBURG__ST PETER__1,AT,AT,ST PETER,SALZBURG,380.0,0.639,11.67,0.0856898029134533,0.0002020986,45.3,3636.0,2393.139959801766,2393.139959801766,14T-380-0-00456A,St. Peter - Salzburg 456A,Lines_New,210
line_at,SCHAERDING__ST PETER__1,AT,AT,ST PETER,SCHAERDING,220.0,3.12,14.4,0.06944444444444445,0.00010706539999999999,36.6,800.0,304.8409421321224,304.8409421321224,14T-220-0-00235T,St. Peter - Schaerding 235,Lines_New,211
line_at,SCHAERDING__ST PETER__2,AT,AT,ST PETER,SCHAERDING,220.0,3.12,14.4,0.06944444444444445,0.00010706539999999999,36.6,800.0,304.8409421321224,304.8409421321224,14T-220-0-00236R,St. Peter - Schaerding 236,Lines_New,212
line_at,ST PETER__WAGENHAM__1,AT,AT,ST PETER,WAGENHAM,380.0,0.281,5.132,0.19485580670303976,8.884424e-05,19.9,3636.0,2393.139959801766,2393.139959801766,14T-380-0-00455A,St. Peter - Wagenham 455A,Lines_New,213
line_at,ST PETER__SW WEIBERN__1,AT,AT,ST PETER,SW WEIBERN,220.0,1.225,13.83,0.07230657989877079,0.00019622,48.6,2150.0,819.2600319800789,819.2600319800789,14T-220-0-N203AR,St. Peter 2 -  SW Weibern 203A,Lines_New,2357
line_at,ST PETER__SW WEIBERN__2,AT,AT,ST PETER,SW WEIBERN,220.0,1.225,13.83,0.07230657989877079,0.00019622,48.6,2150.0,819.2600319800789,819.2600319800789,14T-220-0-N204AO,St. Peter 2 - SW Weibern 204A,Lines_New,2358
line_at,DREIBEIN MELLACH__SUEDBURGENLAND__1,AT,AT,SUEDBURGENLAND,DREIBEIN MELLACH,380.0,1.413,23.73,0.04214075010535188,0.0004112344,61.6,2400.0,1579.630336502816,1579.630336502816,14T-380-0-0476MG,Suedburgenland - Dreibein Mellach 476SU,Lines_New,2359
line_at,SUEDBURGENLAND__WIEN SUEDOST__1,AT,AT,SUEDBURGENLAND,WIEN SUEDOST,380.0,1.633,27.76,0.03602305475504323,0.0004803494,107.8,2400.0,1579.630336502816,1579.630336502816,14T-381-0-00478Q,Suedburgenland - Wien Suedost 478,Lines_New,2360
line_at,HAUSRUCK__SW WEIBERN__1,AT,AT,SW WEIBERN,HAUSRUCK,220.0,0.431,4.867,0.20546537908362442,6.905e-05,17.1,2150.0,819.2600319800789,819.2600319800789,14T-220-0-N204BM,SW Weibern - Hausruck 204B,Lines_New,2361
line_at,HAUSRUCK__SW WEIBERN__2,AT,AT,SW WEIBERN,HAUSRUCK,220.0,0.431,4.867,0.20546537908362442,6.905e-05,17.1,2150.0,819.2600319800789,819.2600319800789,14T-220-0-N203BP,SW Weibern- Hausruck 203B,Lines_New,2362
line_at,TAUERN__ZELL AM ZILLER__1,AT,AT,TAUERN,ZELL AM ZILLER,380.0,0.79,20.67,0.04837929366231253,0.00026700389999999996,69.1,2400.0,1579.630336502816,1579.630336502816,14T-380-0-00418H,Tauern - Zell am Ziller 418,Lines_New,2370
line_at,TERNITZ__WIEN SUEDOST__1,AT,AT,TERNITZ,WIEN SUEDOST,220.0,5.075,24.59,0.040666937779585195,0.000166065,59.5,960.0,365.8091305585468,365.8091305585468,14T-220-0-0225B1,Ternitz - Wien Suedost 225B,Lines_New,2371
line_at,TERNITZ__WIEN SUEDOST__2,AT,AT,TERNITZ,WIEN SUEDOST,220.0,5.075,24.59,0.040666937779585195,0.000166065,59.5,960.0,365.8091305585468,365.8091305585468,14T-220-0-0226BZ,Ternitz - Wien Suedost 226B,Lines_New,2372
line_at,TAUERN__WAGENHAM__1,AT,AT,WAGENHAM,TAUERN,380.0,1.988,38.32,0.026096033402922755,0.0005846503,139.7,3477.0,2288.4894500084547,2288.4894500084547,14T-380-0-00455B,Wagenham - Tauern 455B,Lines_New,2373
line_at,NAUDERS__WESTTIROL__1,AT,AT,WESTTIROL,NAUDERS,380.0,1.21,17.66,0.056625141562853906,0.000209827,56.7,2300.0,1513.8124058151984,1513.8124058151984,14T-220-0-0427SP,Westtirol - Nauders 427,Lines_New,2374
line_at,NAUDERS__WESTTIROL__2,AT,AT,WESTTIROL,NAUDERS,380.0,1.21,17.66,0.056625141562853906,0.000209827,56.7,2300.0,1513.8124058151984,1513.8124058151984,14T-220-0-0428SM,Westtirol - Nauders 428,Lines_New,2375
